date,store_nbr,item_nbr,family,sales,onpromotion
2017-09-20,1,ITEM_001,GROCERY,85.76,0
2017-09-21,1,ITEM_001,GROCERY,82.49,0
2017-09-22,1,ITEM_001,GROCERY,79.15,0
2017-09-23,1,ITEM_001,GROCERY,105.38,0
2017-09-24,1,ITEM_001,GROCERY,100.77,0
2017-09-25,1,ITEM_001,GROCERY,77.31,0
2017-09-26,1,ITEM_001,GROCERY,85.33,0
2017-09-27,1,ITEM_001,GROCERY,73.11,0
2017-09-28,1,ITEM_001,GROCERY,83.63,0
2017-09-29,1,ITEM_001,GROCERY,84.35,0
2017-09-30,1,ITEM_001,GROCERY,88.31,0
2017-10-01,1,ITEM_001,GROCERY,160.81,1
2017-10-02,1,ITEM_001,GROCERY,92.88,0
2017-10-03,1,ITEM_001,GROCERY,67.49,0
2017-10-04,1,ITEM_001,GROCERY,67.95,0
2017-10-05,1,ITEM_001,GROCERY,79.89,0
2017-10-06,1,ITEM_001,GROCERY,111.76,1
2017-10-07,1,ITEM_001,GROCERY,108.96,0
2017-10-08,1,ITEM_001,GROCERY,128.28,0
2017-10-09,1,ITEM_001,GROCERY,87.69,0
2017-10-10,1,ITEM_001,GROCERY,92.02,1
2017-10-11,1,ITEM_001,GROCERY,83.27,0
2017-10-12,1,ITEM_001,GROCERY,71.2,0
2017-10-13,1,ITEM_001,GROCERY,88.41,0
2017-10-14,1,ITEM_001,GROCERY,128.44,0
2017-10-15,1,ITEM_001,GROCERY,127.15,0
2017-10-16,1,ITEM_001,GROCERY,88.98,0
2017-10-17,1,ITEM_001,GROCERY,62.87,0
2017-10-18,1,ITEM_001,GROCERY,73.12,0
2017-10-19,1,ITEM_001,GROCERY,89.04,0
2017-10-20,1,ITEM_001,GROCERY,89.05,0
2017-10-21,1,ITEM_001,GROCERY,91.04,0
2017-10-22,1,ITEM_001,GROCERY,120.04,0
2017-10-23,1,ITEM_001,GROCERY,70.91,0
2017-10-24,1,ITEM_001,GROCERY,83.1,0
2017-10-25,1,ITEM_001,GROCERY,86.24,0
2017-10-26,1,ITEM_001,GROCERY,72.79,0
2017-10-27,1,ITEM_001,GROCERY,84.36,0
2017-10-28,1,ITEM_001,GROCERY,93.84,0
2017-10-29,1,ITEM_001,GROCERY,154.53,1
2017-10-30,1,ITEM_001,GROCERY,93.12,1
2017-10-31,1,ITEM_001,GROCERY,107.38,1
2017-11-01,1,ITEM_001,GROCERY,125.64,1
2017-11-02,1,ITEM_001,GROCERY,99.46,0
2017-11-03,1,ITEM_001,GROCERY,95.91,0
2017-11-04,1,ITEM_001,GROCERY,114.56,0
2017-11-05,1,ITEM_001,GROCERY,160.03,1
2017-11-06,1,ITEM_001,GROCERY,90.61,0
2017-11-07,1,ITEM_001,GROCERY,78.78,0
2017-11-08,1,ITEM_001,GROCERY,93.22,0
2017-11-09,1,ITEM_001,GROCERY,89.44,0
2017-11-10,1,ITEM_001,GROCERY,91.68,0
2017-11-11,1,ITEM_001,GROCERY,131.54,0
2017-11-12,1,ITEM_001,GROCERY,123.92,0
2017-11-13,1,ITEM_001,GROCERY,120.91,1
2017-11-14,1,ITEM_001,GROCERY,118.62,1
2017-11-15,1,ITEM_001,GROCERY,87.99,0
2017-11-16,1,ITEM_001,GROCERY,88.79,1
2017-11-17,1,ITEM_001,GROCERY,80.47,0
2017-11-18,1,ITEM_001,GROCERY,102.85,0
2017-11-19,1,ITEM_001,GROCERY,109.11,0
2017-11-20,1,ITEM_001,GROCERY,84.48,0
2017-11-21,1,ITEM_001,GROCERY,94.55,1
2017-11-22,1,ITEM_001,GROCERY,85.87,0
2017-11-23,1,ITEM_001,GROCERY,97.92,0
2017-11-24,1,ITEM_001,GROCERY,114.36,1
2017-11-25,1,ITEM_001,GROCERY,142.37,0
2017-11-26,1,ITEM_001,GROCERY,149.3,0
2017-11-27,1,ITEM_001,GROCERY,102.96,0
2017-11-28,1,ITEM_001,GROCERY,92.83,0
2017-11-29,1,ITEM_001,GROCERY,123.83,1
2017-11-30,1,ITEM_001,GROCERY,90.3,0
2017-12-01,1,ITEM_001,GROCERY,115.62,1
2017-12-02,1,ITEM_001,GROCERY,123.5,0
2017-12-03,1,ITEM_001,GROCERY,129.03,0
2017-12-04,1,ITEM_001,GROCERY,133.61,1
2017-12-05,1,ITEM_001,GROCERY,140.07,1
2017-12-06,1,ITEM_001,GROCERY,115.86,0
2017-12-07,1,ITEM_001,GROCERY,113.5,0
2017-12-08,1,ITEM_001,GROCERY,95.35,0
2017-12-09,1,ITEM_001,GROCERY,88.41,0
2017-12-10,1,ITEM_001,GROCERY,158.92,1
2017-12-11,1,ITEM_001,GROCERY,88.82,0
2017-12-12,1,ITEM_001,GROCERY,115.15,0
2017-12-13,1,ITEM_001,GROCERY,142.2,1
2017-12-14,1,ITEM_001,GROCERY,118.98,0
2017-12-15,1,ITEM_001,GROCERY,103.5,0
2017-12-16,1,ITEM_001,GROCERY,191.71,1
2017-12-17,1,ITEM_001,GROCERY,168.69,1
2017-12-18,1,ITEM_001,GROCERY,103.54,0
2017-12-19,1,ITEM_001,GROCERY,139.36,1
2017-12-20,1,ITEM_001,GROCERY,178.07,0
2017-12-21,1,ITEM_001,GROCERY,200.29,0
2017-12-22,1,ITEM_001,GROCERY,157.98,0
2017-12-23,1,ITEM_001,GROCERY,245.26,0
2017-12-24,1,ITEM_001,GROCERY,238.41,0
2017-12-25,1,ITEM_001,GROCERY,193.23,0
2017-12-26,1,ITEM_001,GROCERY,188.93,0
2017-12-27,1,ITEM_001,GROCERY,155.23,0
2017-12-28,1,ITEM_001,GROCERY,207.89,0
2017-12-29,1,ITEM_001,GROCERY,250.65,1
2017-12-30,1,ITEM_001,GROCERY,227.76,0
2017-12-31,1,ITEM_001,GROCERY,264.09,0
2018-01-01,1,ITEM_001,GROCERY,185.84,0
2018-01-02,1,ITEM_001,GROCERY,152.75,0
2018-01-03,1,ITEM_001,GROCERY,169.97,0
2018-01-04,1,ITEM_001,GROCERY,133.51,0
2018-01-05,1,ITEM_001,GROCERY,171.14,1
2018-01-06,1,ITEM_001,GROCERY,155.19,0
2018-01-07,1,ITEM_001,GROCERY,172.83,0
2018-01-08,1,ITEM_001,GROCERY,167.43,1
2018-01-09,1,ITEM_001,GROCERY,120.65,0
2018-01-10,1,ITEM_001,GROCERY,133.9,0
2018-01-11,1,ITEM_001,GROCERY,152.45,1
2018-01-12,1,ITEM_001,GROCERY,166.87,1
2018-01-13,1,ITEM_001,GROCERY,181.83,0
2018-01-14,1,ITEM_001,GROCERY,189.17,0
2018-01-15,1,ITEM_001,GROCERY,135.16,0
2018-01-16,1,ITEM_001,GROCERY,109.39,0
2018-01-17,1,ITEM_001,GROCERY,126.02,0
2018-01-18,1,ITEM_001,GROCERY,123.14,0
2018-01-19,1,ITEM_001,GROCERY,144.1,0
2018-01-20,1,ITEM_001,GROCERY,208.34,0
2018-01-21,1,ITEM_001,GROCERY,161.72,0
2018-01-22,1,ITEM_001,GROCERY,135.9,0
2018-01-23,1,ITEM_001,GROCERY,123.03,0
2018-01-24,1,ITEM_001,GROCERY,171.79,0
2018-01-25,1,ITEM_001,GROCERY,136.4,0
2018-01-26,1,ITEM_001,GROCERY,119.83,0
2018-01-27,1,ITEM_001,GROCERY,175.95,0
2018-01-28,1,ITEM_001,GROCERY,176.32,0
2018-01-29,1,ITEM_001,GROCERY,155.21,1
2018-01-30,1,ITEM_001,GROCERY,138.91,0
2018-01-31,1,ITEM_001,GROCERY,129.02,0
2018-02-01,1,ITEM_001,GROCERY,168.71,0
2018-02-02,1,ITEM_001,GROCERY,147.92,0
2018-02-03,1,ITEM_001,GROCERY,187.69,0
2018-02-04,1,ITEM_001,GROCERY,204.19,0
2018-02-05,1,ITEM_001,GROCERY,137.13,0
2018-02-06,1,ITEM_001,GROCERY,140.36,0
2018-02-07,1,ITEM_001,GROCERY,155.78,1
2018-02-08,1,ITEM_001,GROCERY,137.63,0
2018-02-09,1,ITEM_001,GROCERY,129.75,0
2018-02-10,1,ITEM_001,GROCERY,259.14,1
2018-02-11,1,ITEM_001,GROCERY,179.69,0
2018-02-12,1,ITEM_001,GROCERY,143.07,0
2018-02-13,1,ITEM_001,GROCERY,197.75,1
2018-02-14,1,ITEM_001,GROCERY,157.46,0
2018-02-15,1,ITEM_001,GROCERY,152.67,1
2018-02-16,1,ITEM_001,GROCERY,178.39,0
2018-02-17,1,ITEM_001,GROCERY,204.69,1
2018-02-18,1,ITEM_001,GROCERY,227.08,1
2018-02-19,1,ITEM_001,GROCERY,164.83,0
2018-02-20,1,ITEM_001,GROCERY,155.73,0
2018-02-21,1,ITEM_001,GROCERY,157.63,0
2018-02-22,1,ITEM_001,GROCERY,144.57,0
2018-02-23,1,ITEM_001,GROCERY,118.92,0
2018-02-24,1,ITEM_001,GROCERY,200.55,0
2018-02-25,1,ITEM_001,GROCERY,261.75,1
2018-02-26,1,ITEM_001,GROCERY,130.2,0
2018-02-27,1,ITEM_001,GROCERY,155.25,1
2018-02-28,1,ITEM_001,GROCERY,142.83,0
2018-03-01,1,ITEM_001,GROCERY,147.86,0
2018-03-02,1,ITEM_001,GROCERY,167.71,0
2018-03-03,1,ITEM_001,GROCERY,217.74,0
2018-03-04,1,ITEM_001,GROCERY,277.73,1
2018-03-05,1,ITEM_001,GROCERY,151.37,0
2018-03-06,1,ITEM_001,GROCERY,154.7,0
2018-03-07,1,ITEM_001,GROCERY,146.78,0
2018-03-08,1,ITEM_001,GROCERY,141.99,0
2018-03-09,1,ITEM_001,GROCERY,156.23,0
2018-03-10,1,ITEM_001,GROCERY,215.01,0
2018-03-11,1,ITEM_001,GROCERY,183.56,0
2018-03-12,1,ITEM_001,GROCERY,155.67,0
2018-03-13,1,ITEM_001,GROCERY,161.56,0
2018-03-14,1,ITEM_001,GROCERY,180.65,1
2018-03-15,1,ITEM_001,GROCERY,151.38,0
2018-03-16,1,ITEM_001,GROCERY,235.42,1
2018-03-17,1,ITEM_001,GROCERY,207.56,0
2018-03-18,1,ITEM_001,GROCERY,214.53,0
2018-03-19,1,ITEM_001,GROCERY,145.72,0
2018-03-20,1,ITEM_001,GROCERY,203.43,1
2018-03-21,1,ITEM_001,GROCERY,208.24,1
2018-03-22,1,ITEM_001,GROCERY,155.72,0
2018-03-23,1,ITEM_001,GROCERY,165.67,1
2018-03-24,1,ITEM_001,GROCERY,233.82,1
2018-03-25,1,ITEM_001,GROCERY,234.67,0
2018-03-26,1,ITEM_001,GROCERY,148.7,0
2018-03-27,1,ITEM_001,GROCERY,132.1,0
2018-03-28,1,ITEM_001,GROCERY,133.2,0
2018-03-29,1,ITEM_001,GROCERY,136.38,0
2018-03-30,1,ITEM_001,GROCERY,143.22,0
2018-03-31,1,ITEM_001,GROCERY,160.47,0
2018-04-01,1,ITEM_001,GROCERY,195.66,0
2018-04-02,1,ITEM_001,GROCERY,138.95,0
2018-04-03,1,ITEM_001,GROCERY,132.26,0
2018-04-04,1,ITEM_001,GROCERY,168.49,0
2018-04-05,1,ITEM_001,GROCERY,211.37,1
2018-04-06,1,ITEM_001,GROCERY,147.88,0
2018-04-07,1,ITEM_001,GROCERY,219.24,0
2018-04-08,1,ITEM_001,GROCERY,210.32,0
2018-04-09,1,ITEM_001,GROCERY,139.68,0
2018-04-10,1,ITEM_001,GROCERY,156.57,1
2018-04-11,1,ITEM_001,GROCERY,164.63,0
2018-04-12,1,ITEM_001,GROCERY,152.21,0
2018-04-13,1,ITEM_001,GROCERY,156.46,0
2018-04-14,1,ITEM_001,GROCERY,207.44,0
2018-04-15,1,ITEM_001,GROCERY,226.43,1
2018-04-16,1,ITEM_001,GROCERY,184.07,1
2018-04-17,1,ITEM_001,GROCERY,198.67,1
2018-04-18,1,ITEM_001,GROCERY,191.17,1
2018-04-19,1,ITEM_001,GROCERY,158.75,0
2018-04-20,1,ITEM_001,GROCERY,188.19,1
2018-04-21,1,ITEM_001,GROCERY,213.23,0
2018-04-22,1,ITEM_001,GROCERY,293.51,1
2018-04-23,1,ITEM_001,GROCERY,138.01,0
2018-04-24,1,ITEM_001,GROCERY,162.6,0
2018-04-25,1,ITEM_001,GROCERY,147.48,0
2018-04-26,1,ITEM_001,GROCERY,168.14,0
2018-04-27,1,ITEM_001,GROCERY,180.08,0
2018-04-28,1,ITEM_001,GROCERY,204.91,0
2018-04-29,1,ITEM_001,GROCERY,194.34,0
2018-04-30,1,ITEM_001,GROCERY,167.33,0
2018-05-01,1,ITEM_001,GROCERY,176.74,0
2018-05-02,1,ITEM_001,GROCERY,124.22,0
2018-05-03,1,ITEM_001,GROCERY,156.01,0
2018-05-04,1,ITEM_001,GROCERY,139.81,0
2018-05-05,1,ITEM_001,GROCERY,181.55,0
2018-05-06,1,ITEM_001,GROCERY,185.29,0
2018-05-07,1,ITEM_001,GROCERY,203.18,1
2018-05-08,1,ITEM_001,GROCERY,134.94,0
2018-05-09,1,ITEM_001,GROCERY,167.36,1
2018-05-10,1,ITEM_001,GROCERY,148.31,0
2018-05-11,1,ITEM_001,GROCERY,169.74,0
2018-05-12,1,ITEM_001,GROCERY,181.58,0
2018-05-13,1,ITEM_001,GROCERY,206.76,0
